"","ISO.3166.1.country.code","FIPS.5.2.subdivision.code","GNS.FD","GNS.UFI","ISO.639.1.language.code","language.script","name","latitude","longitude"
"37275","HN","2","PPLA",-1117566,"es","latin","Ciudad Choluteca","13.300278","-87.190833"
"208373","US","37","PPL",NA,"en","english","Stotts Crossroads","35.7407129","-78.0627677"
"199367","US","29","PPL",NA,"en","english","Ruskin","38.9227847","-94.5138426"
"20766","FR","B9","PPL",-1449360,"fr","latin","Marcellaz","45.875259","6.001615"
"258865","US","47","PPL",NA,"en","english","Indian Point","35.9922841","-86.7644437"
"12860","EC","7","PPL",-927601,"es","latin","Aguamasa","-1.083333","-78.716667"
"264255","US","48","PPL",NA,"en","english","Corinth","32.8542787","-99.8692617"
"212017","US","37","PPL",NA,"en","english","Hobgood","36.0298788","-77.3977461"
"66168","ID","7","ADM4",6344555,"ind","latin","Jatiroto","-7.610278","109.463611"
"115200","TR","40","PPLA2",-755783,"tr","latin","Kaman","39.3575","33.723889"
"192999","US","23","PPL",NA,"en","english","Rowe Corner","44.8603416","-69.2850474"
"33299","GH","","PPL",-2077199,"en","latin","Nyamebekyere","5.683333","-1.816667"
"239118","US","42","PPL",NA,"en","english","Korn Krest","41.2181376","-75.9438097"
"92490","NG","35","PPL",-2020043,"en","latin","Mijilu","10.413462","13.429595"
"104992","SD","29","PPL",-8827,"en","latin","Khileila","15.845","32.5531"
"169209","US","18","PPL",NA,"en","english","Gentryville","38.1042183","-87.0330532"
"61797","ID","30","PPLA4",11310001,"ind","latin","Sopla","-7.5208","108.6747"
"150666","US","12","PPL",NA,"en","english","Cortinos","27.9775","-82.444"
"14674","ER","5","PPLC",-604780,"tir","latin","Asmera","15.338046","38.93184"
"139562","US","6","PPL",NA,"en","english","Nelson","39.5521077","-121.7655315"
"89169","NG","36","PPL",-2024246,"en","latin","Osimili","5.970436","6.70024"
"32439","GH","","PPL",-2074296,"en","latin","Kassenpuori","10.974173","-1.85948"
"81985","LR","20","PPL",-2130095,"en","latin","Bazalima","8.152778","-9.651944"
"9991","CA","8","PPL",-570742,"en","english","Osnaburgh","51.133333","-90.266667"
"162132","US","19","PPL",NA,"en","english","Clyde","41.8419324","-93.2652053"
"74359","JP","12","ADM2",-247862,"jpn","english","ワッカナイ","45.332426","141.82831"
"266283","US","48","PPL",NA,"en","english","Mount Olive","29.0669246","-96.6944218"
"258912","US","47","PPL",NA,"en","english","Fairmont","35.9206198","-86.3863809"
"232868","US","39","PPL",NA,"en","english","Smith Corners","40.4572826","-83.0471315"
"185382","US","24","PPL",NA,"en","english","Mackall","38.4051238","-76.5024533"
"151064","US","12","PPL",NA,"en","english","Happy Homes","27.9551","-82.2905"
"66848","ID","7","ADM4",6355899,"ind","latin","Pringamba","-7.4275","109.763056"
"161086","US","19","PPL",NA,"en","english","Lake City","42.2674828","-94.7338704"
"274103","US","51","PPL",NA,"en","english","Copper Hill","37.0818022","-80.1342066"
"183586","US","25","PPL",NA,"en","english","Burtts Crossing","42.6031483","-71.1911682"
"139736","US","6","PPL",NA,"en","english","Randolph","39.5796256","-120.3707633"
"95885","NG","40","PPL",-2009216,"en","latin","Giru","11.766096","4.178196"
"181815","US","25","PPL",NA,"en","english","South Ashfield","42.5106414","-72.7764809"
"79070","LR","10","PPL",-2134935,"en","latin","Seta Kru","4.899167","-8.845833"
"136087","US","4","PPL",NA,"en","english","Camp Creek","33.9117056","-111.816813"
"213048","US","37","PPL",NA,"en","english","Venable","35.5262226","-82.6067921"
"51526","ID","7","PPLA4",11307633,"ind","latin","Ngenden","-6.6688","111.4585"
"173193","US","20","PPL",NA,"en","english","Crawford","38.5133425","-98.0350521"
"4635","BS","10","PPL",-1544053,"en","latin","Richmond Hill Settlement","23.566667","-76.016667"
"79560","LR","9","PPL",-2133010,"en","latin","Belimu","7.690833","-8.573056"
"73736","JM","10","PPL",-3750809,"en","latin","Bamboo","18.031197","-77.058185"
"55498","ID","31","ADM3",10154488,"ind","latin","Tumpaan","1.3073","124.5959"
"165652","US","17","PPL",NA,"en","english","Steeleville","38.007273","-89.6584326"
"239572","US","42","PPL",NA,"en","english","McConnellstown","40.4525739","-78.0816724"
"171245","US","18","PPL",NA,"en","english","State Line","40.1972589","-87.5269616"
"68331","ID","7","ADM4",10223776,"ind","latin","Kutorembet","-7.1169","109.6315"
"50884","ID","30","PPLA4",11294642,"ind","latin","Cibeureum","-7.3707","108.5087"
"185905","US","24","PPL",NA,"en","english","Spring Mills","39.5548234","-77.0122039"
"162510","US","19","PPL",NA,"en","english","Kingston","40.8141655","-93.835223"
"68421","ID","7","ADM4",10224106,"ind","latin","Tlogohendro","-7.1204","109.7664"
"183515","US","25","PPL",NA,"en","english","Newton Corner","42.3612078","-71.1953323"
"279213","US","51","PPL",NA,"en","english","Chelsea","37.7051458","-77.8566619"
"178734","US","22","PPL",NA,"en","english","Bohemia","29.5438268","-89.7556212"
"262065","US","48","PPL",NA,"en","english","Millsville","27.9128008","-97.1855458"
"206216","US","30","PPL",NA,"en","english","Flynn","46.2938858","-106.5419731"
"144925","US","9","PPL",NA,"en","english","Crestfield Heights","0","0"
"88846","NZ","","PPL",-1509939,"en","latin","Glen Eden Town District","-36.916667","174.65"
"215398","US","31","PPL",NA,"en","english","Edholm","41.3941761","-97.0389228"
"284298","US","53","PPL",NA,"en","english","Roosevelt","48.7584426","-122.4518346"
"225","AF","8","PPLA2",-3376453,"ps","latin","Gēlān","32.726923","67.636964"
"244944","US","42","PPL",NA,"en","english","Prattville","41.8467418","-76.1315946"
"250999","US","45","PPL",NA,"en","english","Leesburg","34.0165417","-80.7053641"
"243797","US","42","PPL",NA,"en","english","Clover Run","40.9339519","-78.7800309"
"211609","US","37","PPL",NA,"en","english","Cumberland","35.004886","-78.9672507"
"58192","ID","7","ADM4",10201383,"ind","latin","Kedungori","-6.9476","110.7152"
"142398","US","8","PPL",NA,"en","english","Rulison","39.4972008","-107.9406261"
"102307","SB","","PPL",-1550016,"en","latin","Jiku","-7.15","157.183333"
"157756","US","13","PPL",NA,"en","english","Forest Ridge","30.7932899","-81.6778811"
"128333","US","1","PPL",NA,"en","english","Lakeview Manor","33.3520604","-87.5966743"
"179276","US","22","PPL",NA,"en","english","Phoenix","29.6460462","-89.9397916"
"157458","US","13","PPL",NA,"en","english","Foxfire","32.5429176","-84.9043755"
"290187","US","54","PPL",NA,"en","english","Monarch","38.2151032","-81.4570604"
"148126","US","12","PPL",NA,"en","english","Casa Blanco","30.516314","-83.887664"
"169345","US","18","PPL",NA,"en","english","Hartzel","41.5633834","-85.2358075"
"58638","ID","8","ADM4",10206546,"ind","latin","Wonoayu","-7.9325","113.2426"
"48461","ID","17","ADM4",10576883,"ind","latin","Pagutan","-8.6364","116.2779"
"186008","US","24","PPL",NA,"en","english","Tyrone","39.6187116","-77.0935935"
"165741","US","17","PPL",NA,"en","english","Trenton","38.605604","-89.6820368"
"120843","GB","S9","PPL",-2596415,"en","latin","Forkhill","54.083333","-6.45"
"150580","US","12","PPL",NA,"en","english","Chancey","27.976","-82.233"
"8877","CM","4","PPL",-3149110,"en","english","Etat","2.283333","14.1"
"156603","US","13","PPL",NA,"en","english","Picketts Crossing","34.0353783","-84.7460482"
"103263","SS","3","PPL",-8360,"en","latin","Kandak","8.566667","31.133333"
"33567","GH","","PPL",-2067826,"en","latin","Abokyea","5.767966","-2.734822"
"145078","US","11","PPL",NA,"en","english","Washington City","38.9001118","-77.0163653"
"213045","US","37","PPL",NA,"en","english","Vashti","35.9979099","-81.1053587"
"50066","ID","30","PPLA4",11164220,"ind","latin","Cimapag","-7.1323","106.8774"
"169648","US","18","PPL",NA,"en","english","Leo","41.2233828","-85.0110793"
"276940","US","51","PPL",NA,"en","english","Halls Hill","38.8976116","-77.1285902"
"238640","US","42","PPL",NA,"en","english","Harmonsburg","41.6608879","-80.3178414"
"231414","US","39","PPL",NA,"en","english","Geauga Lake","41.344499","-81.381777"
"281976","US","50","PPL",NA,"en","english","Green River","42.7759159","-72.6681478"
"274779","US","51","PPL",NA,"en","english","Hewlett","37.9223616","-77.5763744"
"50083","ID","15","PPLA3",-2679607,"ind","latin","Jabung","-5.463141","105.667518"
"289383","US","54","PPL",NA,"en","english","Clearco","38.0934499","-80.5692516"
"182367","US","25","PPL",NA,"en","english","Still River","42.4917585","-71.6175677"
"53940","ID","26","PPLA3",-2696792,"ind","latin","Siborong-borong","2.2153","98.9761"
"76778","KP","12","ADM2",-182821,"kor","english","보통강","39.031111","125.726667"
"252864","US","45","PPL",NA,"en","english","Marden Ranchettes","33.9645991","-80.4989731"
"59835","ID","38","ADM3",10146217,"ind","latin","Bungaya","-5.3812","119.729"
"59470","ID","8","ADM4",10727933,"ind","latin","Talkandang","-7.6839","114.0038"
"210667","US","37","PPL",NA,"en","english","Ren","35.8082172","-76.7760556"
"140819","US","6","PPL",NA,"en","english","Parklabrea","34.0658435","-118.3550772"
"116316","TR","43","PPLA2",-742370,"tur","latin","Çavdarhisar","39.193443","29.619148"
"132401","US","5","PPL",NA,"en","english","Louann","33.3909555","-92.7918283"
"86569","MN","2","ADM2",10446232,"mon","english","Эрдэнэцогт","46.562575","101.028507"
"159620","US","13","PPL",NA,"en","english","Glenforest","34.0500993","-84.4179836"
"46797","ID","8","ADM4",10349086,"ind","latin","Bicak","-7.4963","112.3861"
"48025","ID","18","ADM4",10542800,"ind","latin","Karot","-8.5865","120.4765"
"87351","MZ","9","PPLA",-331276,"pt","latin","Quelimane","-17.878611","36.888333"
"100459","SL","3","PPL",-1316564,"en","latin","Jahun","7.984722","-11.448333"
"108570","SY","11","PPLA3",-2542961,"ara","arabic","جب الجرّاح","34.834441","37.323962"
"209895","US","37","PPL",NA,"en","english","McKenzie Acres East","34.7334943","-79.4581029"
"262465","US","48","PPL",NA,"en","english","Waskom","32.4787645","-94.0596305"
"245993","US","42","PPL",NA,"en","english","Pocono Springs","41.2745302","-75.4112949"
"125592","US","1","PPL",NA,"en","english","Baldwin","34.189266","-86.9169483"
"93126","NG","40","PPL",-2007602,"en","latin","Gamana","11.606316","3.83604"
"177520","US","21","PPL",NA,"en","english","Napier","36.9845357","-83.2854558"
"242029","US","42","PPL",NA,"en","english","Egypt Mills","41.125651","-74.9557273"
"55815","ID","7","ADM4",10158615,"ind","latin","Ngaliyan","-7.0976","110.1836"
"274298","US","51","PPL",NA,"en","english","Hollywood","36.8337509","-79.4961392"
"141022","US","6","PPL",NA,"en","english","Sunny Hills","33.9011251","-117.9364502"
"82110","LR","20","PPL",-2132698,"en","latin","Jomata","8.413889","-10.146389"
"279859","US","51","PPL",NA,"en","english","Roanoke Red Sulphur Springs","37.3923535","-80.1089336"
"259147","US","47","PPL",NA,"en","english","Shellsford","35.6728479","-85.7116467"
"195630","US","26","PPL",NA,"en","english","High Banks","45.6436225","-84.2672427"
"212649","US","37","PPL",NA,"en","english","Redland","35.9879143","-80.4725568"
"13611","EC","12","PPL",-927640,"es","latin","Ardanza","-4.294111","-79.599348"
"116632","TR","60","PPLA3",-738938,"tur","latin","Bereketli","40.512732","37.288621"
"270772","US","49","PPL",NA,"en","english","Jordan","40.4999488","-111.9507692"
"240613","US","42","PPL",NA,"en","english","Reynolds","40.7409237","-75.9740941"
"147053","US","12","PPL",NA,"en","english","Florida City","25.4478898","-80.4792237"
"228788","US","39","PPL",NA,"en","english","Poplar Ridge","40.0753273","-84.5455085"
"237628","US","42","PPL",NA,"en","english","Coverdale","40.8789517","-80.3639534"
"48657","ID","2","ADM4",10539425,"ind","latin","Kedisan","-8.2821","115.3716"
"99580","RU","91","PPLA",-2936665,"ru","latin","Krasnoyarsk","56.018393","92.867174"
"153813","US","13","PPL",NA,"en","english","Suwanee","34.0514898","-84.0712997"
"190689","US","24","PPL",NA,"en","english","Sunnybrook Farms","39.3162154","-77.2547059"
"191566","US","23","PPL",NA,"en","english","Four Corners","43.3545303","-70.5053298"
"131429","US","5","PPL",NA,"en","english","Sidon","35.3445266","-91.9393116"
"33084","GH","1","PPL",-2079374,"en","latin","Toma","5.616667","-.016667"
"118258","GB","T6","PPL",-2591871,"en","latin","Cairn-na-Cuimhne","57.033333","-3.233333"
"55879","ID","30","ADM4",10169040,"ind","latin","Jatisampurna","-6.3633","106.9214"
"77553","KR","11","ADM2",-718847,"kor","english","은평","37.61846","126.927799"
"188180","US","24","PPL",NA,"en","english","Meadow Creek Manor","38.6067861","-76.8191356"
"247942","US","72","PPL",NA,"es","latin","Río Jueyes","18.0210753","-66.3329464"
"5336","BZ","4","PPL",-1149974,"en","latin","Pascua Camp Two","17.40378","-89.044111"
"214846","US","31","PPL",NA,"en","english","Gardiner","41.3575136","-97.5647708"
"3254","AU","7","PPL",-1580767,"en","latin","Mount Dandenong North","-37.816667","145.366667"
"35432","GR","53","PPLA2",-820480,"ell","latin","Chrysoúpoli","40.986661","24.699648"
"151782","US","12","PPL",NA,"en","english","Minor","27.8366","-82.3605"
"181112","US","22","PPL",NA,"en","english","Champagne","30.3021424","-91.8484491"
"244714","US","42","PPL",NA,"en","english","Morwood","40.3153804","-75.3918435"
"28175","DE","1","PPL",-1791696,"de","latin","Heudorf","48.092233","9.330014"
"247536","US","72","PPL",NA,"es","latin","Hector A Piñero","18.4235579","-66.0537769"
"198407","US","29","PPL",NA,"en","english","Arrowhead Beach","38.1800329","-92.6296295"
"38091","ID","7","ADM4",6349596,"ind","latin","Selanegara","-7.598889","109.369167"
"114337","TH","8","PPLA2",-3244219,"tha","latin","Ban Tak","17.04325","99.081278"
"26200","FR","B2","PPL",-1433687,"fr","latin","Kerling","49.397363","6.349546"
"19395","FR","A1","PPL",-1412262,"fr","latin","Bessey","47.098215","4.612741"
"2038","AR","1","ADM2",-1006042,"es","latin","Olavarría","-36.75","-60.75"
"73914","JM","10","PPL",-3752538,"en","latin","Little Angles","18.066667","-76.966667"
"273389","US","49","PPL",NA,"en","english","Thomas","40.9785555","-111.879939"
"274260","US","51","PPL",NA,"en","english","Gum","36.635151","-77.0824645"
"240129","US","42","PPL",NA,"en","english","Oklahoma","41.1139501","-78.7333623"
"207609","US","37","PPL",NA,"en","english","Conover","35.7065217","-81.2186933"
"87854","NL","11","ADM2",-2153126,"nl","latin","Sliedrecht","51.829994","4.771913"
"35610","GR","61","PPLA2",-828094,"el","latin","Sými","36.612457","27.8378"
"108458","CH","18","PPLA2",-2551803,"fr|de|it|ro","latin","Dornach","47.478042","7.616417"
"123711","ZM","3","PPL",-2281100,"en","latin","Chipezeyani","-14.085432","32.603188"
"195733","US","26","PPL",NA,"en","english","Ewen","46.535222","-89.2812556"
"86754","MN","18","ADM2",10446271,"mon","latin","Argalant","47.859111","106.091576"
"146640","US","10","PPL",NA,"en","english","Eagles Nest","39.1053","-75.5328"
"57332","ID","8","ADM4",10188987,"ind","latin","Brumbun","-7.6921","111.6025"
"183585","US","25","PPL",NA,"en","english","Brockton","42.0834335","-71.0183787"
"8574","CM","9","ADM2",-3153765,"en","english","Kumba Division","4.833333","9.333333"
"144949","US","9","PPL",NA,"en","english","Gulls Hollow","41.6292629","-73.2240032"
"130199","US","1","PPL",NA,"en","english","Vidette","31.7329342","-86.1949581"
"170771","US","18","PPL",NA,"en","english","Upland","40.4755974","-85.4944168"
"153608","US","13","PPL",NA,"en","english","Hamilton","32.7579107","-84.8749311"
"37122","GY","14","PPL",-922768,"en","latin","Primrose Hill","6.577817","-58.610907"
"273842","US","51","PPL",NA,"en","english","Queens Lake","37.2904234","-76.6577334"
"254352","US","46","PPL",NA,"en","english","Agar","44.8383153","-100.0745668"
"197095","US","27","PPL",NA,"en","english","Ponemah","48.0205149","-94.9138766"
"24120","FR","B5","PPL",-1464554,"fr","latin","Saint-Denis","47.790335","-.441158"
"239239","US","42","PPL",NA,"en","english","Leatherwood","41.0300646","-79.3911535"
"220966","US","32","PPL",NA,"en","english","Farrier","36.8127483","-114.6538809"
"195678","US","26","PPL",NA,"en","english","Biggs Settlement","44.7102909","-84.1300064"
"32645","GH","","PPL",-2076761,"en","latin","Nkenkaso","7.314312","-1.902667"
"98939","RO","11","ADM2",-1154337,"ro","latin","Buzău","45.133333","26.85"
"65752","ID","30","ADM4",6423521,"ind","latin","Bunder","-6.556944","107.428056"
"15645","FI","24","ADM1",413137,"swe","latin","Mellersta Finland","62.5","25.5"
"142671","US","8","PPL",NA,"en","english","Eldora","39.9485981","-105.5638886"
"207680","US","37","PPL",NA,"en","english","Easton View","36.0562483","-80.2097703"
"273805","US","51","PPL",NA,"en","english","Newville","37.1851493","-77.1471934"
"36143","GR","64","PPLA2",-819078,"ell","cyrillic","Καρδίτσα","39.365556","21.921667"
"73038","IQ","2","PPLA3",10625027,"ara","arabic","بحار","30.176494","48.397752"
"112531","TH","80","ADM2",-3255947,"tha","english","ตาพระยา","14.062721","102.726007"
"190020","US","24","PPL",NA,"en","english","Revell Downs","39.027889","-76.4369041"
"178970","US","22","PPL",NA,"en","english","Gravel","32.9323526","-92.1518019"
"16231","FR","B6","PPL",-1447023,"fr","latin","Lignières","49.91092","1.738101"
"157245","US","13","PPL",NA,"en","english","Reeves","34.4614768","-85.0127231"
"72327","ID","8","ADM4",10273923,"ind","latin","Plalangan","-7.8067","113.7138"
"124884","US","2","PPL",NA,"en","english","Holy Cross","62.1994444","-159.7713889"
"182595","US","25","PPL",NA,"en","english","Wedgemere","42.4445401","-71.139776"
"90406","NG","57","PPL",-2001287,"en","latin","Babampa","11.794349","6.853428"
"16631","FR","A1","PPL",-1463869,"fr","latin","Saint-Aubin","47.822138","3.308432"
"124799","US","2","PPL",NA,"en","english","Christian","67.36","-145.1961111"
"171346","US","18","PPL",NA,"en","english","Dover Hill","38.7250503","-86.8027778"
"89438","NG","50","PPL",-2007289,"en","latin","Ijokiri","4.449329","6.605368"
"66861","ID","7","ADM4",6360391,"ind","latin","Adimulyo","-7.668889","109.577222"
"214167","US","38","PPL",NA,"en","english","Plaza","48.0258461","-101.9610003"
"201647","US","29","PPL",NA,"en","english","Origanna","37.4783792","-92.5115573"
"36112","GR","64","PPLA2",-824357,"ell","cyrillic","Μορφοβούνι","39.3525","21.75"
"93410","NG","22","PPL",-2005839,"en","latin","Efut Abua Essighi","4.803467","8.441304"
"137355","US","6","PPL",NA,"en","english","Malibu Junction","34.1433388","-118.7570342"
"155657","US","13","PPL",NA,"en","english","Rivers End","31.9868785","-81.1153893"
"252684","US","45","PPL",NA,"en","english","Pinewood","33.8465589","-79.0592036"
"264391","US","48","PPL",NA,"en","english","Fisk","31.6709839","-99.4892306"
"48453","ID","2","ADM4",10576277,"ind","latin","Buahan","-8.2896","115.3779"
"54792","ID","7","ADM4",6383331,"ind","latin","Gesing","-7.885","111.279167"
"182721","US","25","PPL",NA,"en","english","Glendale","42.4139856","-71.0481068"
"266986","US","48","PPL",NA,"en","english","Tigerville","30.7026941","-95.0738258"
"193138","US","23","PPL",NA,"en","english","Weld Corner","44.7200592","-70.4583995"
"137437","US","6","PPL",NA,"en","english","Westgate","34.0508424","-118.4792471"
"178764","US","22","PPL",NA,"en","english","Bruly Saint Martin","30.0460333","-91.0973239"
"143658","US","8","PPL",NA,"en","english","Lobatos","37.0794576","-105.9489092"
"270978","US","49","PPL",NA,"en","english","Mosida","40.127174","-111.9566053"
"35273","GR","54","ADM2",11382997,"ell","latin","Agía Varvára","37.990641","23.659394"
"37835","ID","7","ADM4",6355893,"ind","latin","Randegan","-7.425833","109.819167"
"192026","US","23","PPL",NA,"en","english","Porter","43.7959087","-70.932565"
"231579","US","39","PPL",NA,"en","english","Ira","41.1814443","-81.5842865"
"2083","AR","3","ADM2",-1008943,"es","latin","Primero de Mayo","-27.25","-58.916667"
"97098","PA","8","ADM3",-166212,"es","latin","Los Llanitos","8.55","-80.066667"
"135159","US","4","PPL",NA,"en","english","Santa Maria","33.4228213","-112.2040411"
"278506","US","51","PPL",NA,"en","english","Lee Heights","38.902056","-77.117201"
"114085","TH","32","PPLA2",-3251160,"tha","english","มโนรมย์","15.309972","100.082834"
"8493","CM","12","PPL",-3149939,"en","english","Gulfei","12.379931","14.929874"
"269967","US","48","PPL",NA,"en","english","Copperfield Southcreek Village","29.8844","-95.6651"
"55020","ID","18","ADM4",10638180,"ind","latin","Tendatoto","-8.635","121.4636"
"112502","TH","20","PPLA2",-3255910,"tha","latin","Tao Ngoi","16.996889","104.166722"
"160592","US","19","PPL",NA,"en","english","Carrollton","41.9497083","-94.7480372"
"15578","FI","27","PPLA2",-1388139,"fi|sv","latin","Sysmä","61.5","25.683333"
"132333","US","5","PPL",NA,"en","english","Joyland","35.4742496","-90.4489918"
"24311","FR","A7","PPL",-1467236,"fr","latin","Saint-Martin","49.28592",".552928"
"248734","US","72","PPL",NA,"es","latin","Quintas de Flamingo","18.3946708","-66.1771115"
"122792","ZM","7","PPL",-2303554,"en","latin","Shimukuputa","-15.733333","26.85"
"93540","NG","22","PPL",-2006760,"en","latin","Eto Nkpe","4.952033","8.456215"
"6564","MM","4","PPLA",-431619,"my","latin","Myitkyina","25.386411","97.394394"
"77312","KR","20","ADM2",-706310,"kor","latin","Jinju","35.204452","128.124083"
"152763","US","12","PPL",NA,"en","english","Watch Hill","27.9677","-82.4301"
"150716","US","12","PPL",NA,"en","english","Cross Creek","28.144","-82.3459"
"251682","US","45","PPL",NA,"en","english","Moss Grove","33.3334985","-80.1767534"
"56705","ID","30","ADM4",10184777,"ind","latin","Mandalasari","-7.0234","107.8406"
"9942","CA","10","PPL",11641151,"en","english","Saint-Edouard","46.333878","-73.145441"
"244086","US","42","PPL",NA,"en","english","Five Points","40.1314982","-75.2662897"
"17743","FR","A3","PPL",-1412436,"fr","latin","Béville","48.435575","1.713054"
"5480","BT","22","PPLA",-2211442,"dz","latin","Wangdue Phodrang","27.486154","89.899149"
"140872","US","6","PPL",NA,"en","english","Rancho Seco","35.2830173","-117.9897928"
"83904","MX","13","PPL",-1658536,"es","latin","Colonia","20.064132","-98.75903"
"184071","US","24","PPL",NA,"en","english","Gregg Neck","39.3626119","-75.8663275"
"115957","TR","17","PPLA2",-741806,"tr","latin","Çan","40.033282","27.052357"
"195300","US","26","PPL",NA,"en","english","Ivanhoe","43.7055716","-83.0941129"
"68710","ID","17","PPLA3",10913902,"ind","latin","Sambelia","-8.3791","116.6869"
"57026","ID","8","ADM4",10190743,"ind","latin","Sobrah","-7.6089","111.5932"
"144822","US","9","PPL",NA,"en","english","South Willington","41.8553755","-72.301469"
"62964","ID","30","ADM4",11300691,"ind","latin","Babakan","-7.6752","108.6697"
"111502","TH","30","PPLA2",-3406465,"tha","english","พยุห์","14.908513","104.391005"
"155754","US","13","PPL",NA,"en","english","Shell Bluff Landing","33.2268136","-81.8231699"
"202929","US","69","PPL",NA,"en","english","Oleai","15.1616667","145.71"
"185365","US","24","PPL",NA,"en","english","Longridge","38.3906708","-75.2804688"
"272275","US","49","PPL",NA,"en","english","Towncrest Terrace","40.6224479","-111.8285444"
"219873","US","35","PPL",NA,"en","english","El Llanito","35.330039","-106.5314147"
"1038","DZ","52","ADM1",-486747,"ar","latin","Souk Ahras","36.166667","7.916667"
"60919","ID","33","ADM4",11101442,"ind","latin","Kertasana","-6.41","105.8599"
"194415","US","26","PPL",NA,"en","english","New Haven","42.7294758","-82.8013107"
"216945","US","34","PPL",NA,"en","english","Clyde","40.4864932","-74.5104319"
"276286","US","51","PPL",NA,"en","english","Glendower","37.8373645","-78.5436226"
"179059","US","22","PPL",NA,"en","english","Kaplan","29.997984","-92.2848515"
"227015","US","36","PPL",NA,"en","english","King Ferry Station","42.6581266","-76.6627248"
"200262","US","29","PPL",NA,"en","english","Frankville","36.6972824","-91.8057034"
"245428","US","42","PPL",NA,"en","english","West Warren","41.9359079","-76.2513215"
"269509","US","48","PPL",NA,"en","english","Mallard","33.5831623","-97.6519735"
"109767","TW","12","PPLA",-2627949,"en","english","Keelung","25.128251","121.7419"
"12652","EC","18","PPL",-928406,"es","latin","Matilde","-.4","-78.533333"
"284853","US","53","PPL",NA,"en","english","Wenatchee Heights","47.3598494","-120.2872911"
"12397","DO","24","PPLA",-3366118,"es","latin","San Pedro de Macorís","18.461557","-69.297181"
"163036","US","16","PPL",NA,"en","english","Glengary","48.2218703","-116.3746283"
"174313","US","21","PPL",NA,"en","english","Little Sandy","38.0611962","-83.1818412"
"287152","US","55","PPL",NA,"en","english","Ruby","45.1771918","-90.9881916"
"135949","US","4","PPL",NA,"en","english","Woodglen","33.3531034","-111.8720852"
"240989","US","42","PPL",NA,"en","english","Simpson","41.5917495","-75.4851837"
"127406","US","1","PPL",NA,"en","english","Noland","33.2765077","-87.9372418"
"289451","US","54","PPL",NA,"en","english","Crystal Block","37.7078843","-81.9884562"
"242436","US","42","PPL",NA,"en","english","Snook","40.7120178","-77.3866581"
"248678","US","72","PPL",NA,"es","latin","Monte Mar","17.9802441","-66.0929428"
"268063","US","48","PPL",NA,"en","english","Bonnaville Terrace Colonia","26.229241","-97.7102697"
"219054","US","35","PPL",NA,"en","english","Arch","34.113416","-103.1424478"
"280289","US","51","PPL",NA,"en","english","Youngblood Acres","37.1418165","-77.3294221"
"238817","US","42","PPL",NA,"en","english","Horn Siding","41.8475579","-79.4806057"
"94189","NG","39","ADM2",11853082,"en","latin","Miga","12.231304","9.69026"
"121275","VE","6","ADM2",-959043,"es","latin","Sucre","6","-64.25"
"156505","US","13","PPL",NA,"en","english","Holly Springs","34.2351058","-83.6382239"
"254053","US","45","PPL",NA,"en","english","Troy","33.9876224","-82.297904"
"284016","US","53","PPL",NA,"en","english","Point Roberts","48.9853824","-123.077974"
"165715","US","17","PPL",NA,"en","english","The Burg","41.7064199","-89.0987015"
"274756","US","51","PPL",NA,"en","english","Wightman","36.7901424","-78.3027752"
"250900","US","45","PPL",NA,"en","english","Greenwood Shores","34.1823517","-81.9320597"
"180389","US","22","PPL",NA,"en","english","Oak Grove","30.3179717","-90.974823"
"183229","US","25","PPL",NA,"en","english","Millbrook","42.0487138","-70.6869818"
"232569","US","39","PPL",NA,"en","english","East Norwood","39.4170187","-81.4284538"
"91472","NG","","PPL",-2030195,"en","latin","Usuman","7.866667","7.166667"
"128787","US","1","PPL",NA,"en","english","Roanoke","33.1512313","-85.3721708"
"212516","US","37","PPL",NA,"en","english","Peach","36.3545994","-76.5366126"
"198343","US","27","PPL",NA,"en","english","Challenger Court","48.0977778","-96.175"
"173027","US","20","PPL",NA,"en","english","Lowe","38.0330797","-100.9926654"
"45193","ID","18","ADM4",10755869,"ind","latin","Nitakloang","-8.6384","122.1518"
"96684","PK","5","ADM2",10740010,"eng","latin","Ghotki","27.815686","69.658067"
"187213","US","24","PPL",NA,"en","english","Auth Village","38.8209468","-76.9021951"
"194354","US","26","PPL",NA,"en","english","Mikado","44.5908473","-83.4227496"
"255231","US","46","PPL",NA,"en","english","Millbrook Colony","43.67079","-97.874129"
"229066","US","39","PPL",NA,"en","english","Ruraldale","39.4331298","-81.4406765"
"26404","TF","","ADM2",-1308692,"fr","latin","Kerguelen","-49.25","69.166667"
"219722","US","35","PPL",NA,"en","english","Sunshine","36.8439115","-105.6400084"
"251616","US","45","PPL",NA,"en","english","Belle Meade","34.2278995","-82.1681772"
"35579","GR","54","PPLA2",-826292,"ell","latin","Peiraiás","37.961389","23.638889"
"70640","ID","7","ADM4",11310722,"ind","latin","Purwasari","-7.4377","108.7326"
"87783","NP","9","ADM1",-1022283,"ne","latin","Mahākālī","29.41667","80.55"
"141691","US","6","PPL",NA,"en","english","La Bolsa","33.6866851","-117.9975598"
"106272","SD","41","PPL",-8689,"en","latin","Kiri Kera","12.3466","32.75"
"200625","US","29","PPL",NA,"en","english","Olympian Village","38.136165","-90.4579013"
"252095","US","45","PPL",NA,"en","english","Shipyard Plantation","32.1543747","-80.7476084"
