"","ISO.3166.1.country.code","FIPS.5.2.subdivision.code","GNS.FD","GNS.UFI","ISO.639.1.language.code","language.script","name","latitude","longitude"
"101066","SL","4","PPL",-1314767,"en","latin","Bengwema","8.321389","-13.072778"
"106165","SD","50","PPL",-12983,"en","latin","Qurayd","10.782116","31.77931"
"110919","TH","28","ADM2",10847251,"tha","english","หนองกี่","14.726957","102.557981"
"146440","US","10","PPL",NA,"en","english","Linden Hill","39.7301119","-75.6935429"
"72441","ID","36","ADM3",11754524,"ind","latin","Muaratami","-2.6584","140.8177"
"58998","ID","8","ADM4",10210784,"ind","latin","Kedungmegarih","-7.1755","112.3322"
"18427","FR","B2","PPL",-1477155,"fr","latin","Villers","49.124511","5.73474"
"208251","US","37","PPL",NA,"en","english","Rolesville","35.9232073","-78.4574996"
"271774","US","49","PPL",NA,"en","english","Esquire Acres Five","40.6724473","-111.8179888"
"54525","ID","7","ADM4",6396620,"ind","latin","Luweng Kidul","-7.683333","109.814444"
"242240","US","42","PPL",NA,"en","english","White Horse","40.0348236","-75.9938384"
"202346","US","29","PPL",NA,"en","english","Rington","35.9978482","-90.1853737"
"19751","FR","C1","PPL",-1471664,"fr","latin","Steinbrunn","47.660775","7.348019"
"99844","KN","5","PPL",-1359133,"en","latin","Hicks Village","17.2","-62.55"
"120064","GB","R1","PPLA",-2589103,"en","latin","Ballymoney","55.083333","-6.516667"
"72041","ID","18","PPLA4",11631489,"ind","latin","Op","-9.9152","124.6472"
"127728","US","1","PPL",NA,"en","english","Windsor Heights","34.8236984","-87.673084"
"31490","GH","","PPL",-2078856,"en","latin","Soma","9.463923","-2.322049"
"158531","US","13","PPL",NA,"en","english","Pine Valley Farms","34.0148225","-84.514654"
"11730","HR","5","PPL",-90287,"hr","latin","Novigrad","45.5","15.466667"
"228873","US","39","PPL",NA,"en","english","Stockham","38.7445204","-83.0323977"
"32325","GH","","PPL",-2075091,"en","latin","Kukwo","8.84913",".158677"
"193808","US","26","PPL",NA,"en","english","Elba","43.0364159","-83.4399484"
"89283","NG","52","PPL",-2022081,"en","latin","Okponama","4.656667","6.215387"
"79024","LR","18","PPL",-2135786,"en","latin","Wegar","5.536389","-9.555278"
"213878","US","38","PPL",NA,"en","english","Durbin","46.808583","-97.149534"
"163555","US","16","PPL",NA,"en","english","Roy Summit","42.3174162","-112.8022072"
"77315","KR","5","ADM1",-707259,"kor","english","忠淸","36.821529","127.656847"
"63808","ID","18","PPLA4",11618890,"ind","latin","Bestamuti","-9.637","124.3011"
"213842","US","38","PPL",NA,"en","english","Concrete","48.7455495","-97.9345443"
"182790","US","25","PPL",NA,"en","english","Montclair","42.2709322","-71.035605"
"222308","US","36","PPL",NA,"en","english","Durhamville","43.1206241","-75.6710161"
"46609","ID","7","ADM4",10283175,"ind","latin","Karanganyar","-7.0237","110.4328"
"265292","US","48","PPL",NA,"en","english","Vattmannville","27.3322637","-97.7522172"
"268458","US","48","PPL",NA,"en","english","Munoz Colonia","26.4072851","-98.9864186"
"272359","US","49","PPL",NA,"en","english","Westminster Heights","40.7277244","-111.849379"
"152783","US","12","PPL",NA,"en","english","The Retreat at Twin Lakes","28.7925","-81.3302778"
"280001","US","51","PPL",NA,"en","english","Oakland","37.2890257","-79.931427"
"119298","GB","H7","PPL",-2598620,"en","latin","Haydor","52.933333","-.483333"
"131062","US","1","PPL",NA,"en","english","Sherman Oaks","33.6367692","-86.5888753"
"29268","GH","","PPL",-2072146,"en","latin","Deaba","8.817367","-.575771"
"44895","ID","7","ADM4",10283392,"ind","latin","Smanggu","-6.5382","110.6805"
"182741","US","25","PPL",NA,"en","english","Reading Highlands","42.5250946","-71.1119985"
"103550","SS","7","PPL",1997,"en","latin","Oboa","9.55483","31.612915"
"6598","MM","2","ADM2",-435421,"my","latin","Falam","22.9975","93.655896"
"89659","NG","22","PPL",-2019767,"en","latin","Mkpot","5.6589","8.6957"
"213199","US","37","PPL",NA,"en","english","Yellow Gap","35.6862405","-81.6512066"
"17014","FR","B7","PPL",-1451146,"fr","latin","Meschers","45.560371","-.954702"
"58510","ID","8","ADM4",10206541,"ind","latin","Rambaan","-7.9592","113.1506"
"126365","US","1","PPL",NA,"en","english","Holloway","34.890363","-87.5386362"
"247287","US","72","PPL",NA,"es","latin","Feliciano","18.4635551","-67.1254587"
"33609","GH","","PPL",-2079758,"en","latin","Twenene","5.006432","-2.673226"
"45685","ID","8","ADM4",10287509,"ind","latin","Sugihrejo","-7.6649","111.3884"
"145469","US","10","PPL",NA,"en","english","Beades Estate","39.1142792","-75.5296461"
"30619","GH","","PPL",-2068215,"en","latin","Adoe","7.458394","-2.358245"
"146683","US","12","PPL",NA,"en","english","Alpine","27.6322546","-81.4761855"
"155955","US","13","PPL",NA,"en","english","Vega","33.0234602","-84.2885307"
"70759","ID","30","ADM4",11258387,"ind","latin","Sukamantri","-7.1442","108.1528"
"69641","ID","30","ADM3",11123999,"ind","latin","Ciracap","-7.2952","106.5214"
"74733","JP","3","ADM2",-246587,"jpn","english","トワダ","40.567357","141.057936"
"168186","US","17","PPL",NA,"en","english","Pleasant Knoll","41.545","-88.1538889"
"244596","US","42","PPL",NA,"en","english","Manhattan","41.747015","-77.5380381"
"179582","US","22","PPL",NA,"en","english","Georgetown","30.0074255","-91.8390067"
"6274","BG","58","ADM2",9086391,"bg","latin","Pravets","42.966667","23.983333"
"127616","US","1","PPL",NA,"en","english","Simpson","34.5834258","-87.000287"
"150791","US","12","PPL",NA,"en","english","Live Oak Place","27.9255","-82.5016"
"2959","AU","8","PPL",-1601447,"en","latin","Trayning South","-31.233333","117.783333"
"3057","AU","4","PPL",-1592163,"en","latin","North Koodai-i","-26.883333","151.516667"
"9699","CA","1","PPL",-561545,"en","english","Goat","49.933333","-111.7"
"25004","FR","B5","PPL",-1465926,"fr","latin","Saint-Hilaire","46.590957","-.648821"
"206126","US","30","PPL",NA,"en","english","Charlo","47.4385435","-114.1723378"
"105714","SD","53","PPL",-2229,"en","latin","El Quweiz","16.366389","32.706944"
"92684","NG","","PPL",-2001652,"en","latin","Barikin Kogi","9.666667","9.066667"
"174849","US","21","PPL",NA,"en","english","Spurlington","37.4122878","-85.2746833"
"18615","FR","B2","PPL",-1409509,"fr","latin","Auzéville","49.101206","5.097219"
"171032","US","18","PPL",NA,"en","english","Laura","41.1000382","-87.0666906"
"132093","US","5","PPL",NA,"en","english","Diamond Grove","35.3120354","-94.1988198"
"56036","ID","30","ADM4",10169006,"ind","latin","Jatibening","-6.2597","106.9419"
"12643","EC","2","PPL",-928343,"es","latin","La Victoria","-3.133333","-79.133333"
"176509","US","21","PPL",NA,"en","english","Perryville","37.2850531","-85.8983038"
"191662","US","23","PPL",NA,"en","english","Hodgdon Corners","46.0422765","-67.8591843"
"110321","TH","43","PPL",-3237600,"th","latin","Ban Ko Kato","14.216667","101.116667"
"182234","US","25","PPL",NA,"en","english","Tatnuck","42.283426","-71.8495167"
"236618","US","41","PPL",NA,"en","english","Roberts","44.0812391","-120.6847314"
"170202","US","18","PPL",NA,"en","english","Pinhook","38.8153301","-86.356377"
"118504","GB","W1","PPL",-2588476,"en","latin","Ardalnaig","56.516667","-4.1"
"33939","GH","","PPL",-2078834,"en","latin","Zomandega","10.984307","-.106249"
"6535","BF","90","ADM2",-1721794,"fr","latin","Oudalan","14.666667","-.333333"
"95371","NG","24","PPL",-2024873,"en","latin","Fauwa","11.980608","7.314033"
"51461","ID","7","ADM4",11307584,"ind","latin","Kasreman","-6.7191","111.414"
"173335","US","20","PPL",NA,"en","english","Lackmans","38.924451","-94.7641272"
"202407","US","29","PPL",NA,"en","english","Pleasant Mount","38.3764195","-92.5226862"
"255945","US","47","PPL",NA,"en","english","Corinth","36.0650823","-83.8846294"
"150259","US","12","PPL",NA,"en","english","Eleanor Villas","27.9564","-82.5253"
"141366","US","6","PPL",NA,"en","english","McNeil","34.171395","-118.3486896"
"223730","US","36","PPL",NA,"en","english","Merrillsville","43.0189568","-75.6710159"
"52773","ID","8","ADM4",11539788,"ind","latin","Kalangbret","-8.0361","111.8617"
"128773","US","1","PPL",NA,"en","english","Pumpkin Center","33.639552","-87.1544436"
"229058","US","39","PPL",NA,"en","english","Brookdale","38.4061933","-82.5390462"
"26908","GM","2","PPL",-1201001,"en","latin","Pokalle Ding","13.466667","-15.55"
"209875","US","37","PPL",NA,"en","english","Westwood","35.7304355","-77.9399849"
"123593","ZM","2","PPL",-2303639,"en","latin","Sitonka Msongo","-14.8","29.233333"
"193819","US","26","PPL",NA,"en","english","Elmira","45.0644549","-84.8561524"
"122255","ZM","5","PPL",-2305660,"en","latin","Tempwe","-10.183333","31.7"
"145143","US","11","PPL",NA,"en","english","Deanwood","38.8984452","-76.9294183"
"43619","ID","8","ADM4",10331290,"ind","latin","Parangbatu","-7.0637","111.8372"
"244137","US","42","PPL",NA,"en","english","Freys Grove","40.215647","-76.7235808"
"229154","US","39","PPL",NA,"en","english","Kyles Corners","41.0725584","-80.6578529"
"95858","NG","51","PPL",-2015059,"en","latin","Kaura Malun","12.583424","5.276249"
"160494","US","19","PPL",NA,"en","english","Bentley","41.3769385","-95.6202837"
"218546","US","34","PPL",NA,"en","english","Woodsville","40.3803838","-74.8287749"
"236324","US","41","PPL",NA,"en","english","Talent","42.2456844","-122.7886462"
"113622","TH","33","PPLA2",-3256045,"tha","english","ท่าช้าง","14.761417","100.389889"
"130416","US","1","PPL",NA,"en","english","Yolande","33.3067811","-87.1913862"
"164378","US","17","PPL",NA,"en","english","Elizabethtown","37.4458846","-88.3050357"
"257252","US","47","PPL",NA,"en","english","Ridgely","36.263401","-89.4878528"
"271058","US","49","PPL",NA,"en","english","Woodside","39.265525","-110.3487684"
"164472","US","17","PPL",NA,"en","english","Fountain Gap","38.3875534","-90.2551152"
"149846","US","12","PPL",NA,"en","english","Askew","27.9613","-82.4493"
"143856","US","8","PPL",NA,"en","english","Side Creek","39.6883333","-104.7661111"
"241131","US","42","PPL",NA,"en","english","Spruce Creek","40.6095111","-78.1355643"
"64635","ID","1","PPLA3",10125495,"ind","latin","Angkup","4.6216","96.7228"
"129385","US","1","PPL",NA,"en","english","Dunbar","31.6782152","-88.3461286"
"223442","US","36","PPL",NA,"en","english","Laurelton","40.6667703","-73.7515212"
"245598","US","42","PPL",NA,"en","english","The Highlands","40.2692733","-75.2207293"
"43309","ID","7","ADM4",10282388,"ind","latin","Banjarejo","-7.0974","110.3475"
"73447","JM","1","PPL",-3753453,"en","latin","Rymesberry","17.933333","-77.316667"
"225038","US","36","PPL",NA,"en","english","Spring Valley","41.1131514","-74.0437521"
"15950","FI","28","ADM2",-1392775,"fin","latin","Ylöjärvi","61.848269","23.612327"
"252843","US","45","PPL",NA,"en","english","Club Forest","33.8971022","-80.3703591"
"183237","US","25","PPL",NA,"en","english","North Plymouth","41.9709365","-70.6828139"
"171034","US","18","PPL",NA,"en","english","Clarks","41.1333729","-86.890297"
"20365","FR","","PPL",-1476963,"fr","latin","Villeneuve","48.732194","2.44925"
"286950","US","55","PPL",NA,"en","english","Ingle","43.6244274","-89.1278922"
"196915","US","27","PPL",NA,"en","english","Mazeppa","44.2730219","-92.5449085"
"95291","NG","29","PPL",-2029843,"en","latin","Hassan","11.424615","7.718029"
"142875","US","8","PPL",NA,"en","english","Nutria","37.2308378","-107.1255975"
"246467","US","42","PPL",NA,"en","english","Dartmouth Hills","40.1073","-75.36"
"104554","SD","38","PPL",-17244,"en","latin","Wad Majnūn","14.4589","33.1268"
"209273","US","37","PPL",NA,"en","english","High Hill","36.440431","-77.0777415"
"81448","LR","11","PPL",-2131734,"en","latin","Gawen","6.3","-9.183333"
"209712","US","37","PPL",NA,"en","english","Channel Acres","34.2126702","-77.797482"
"131914","US","5","PPL",NA,"en","english","Bethesda","35.7914651","-91.7884764"
"268378","US","48","PPL",NA,"en","english","Rio Bravo Colonia","27.3652998","-99.4814305"
"229237","US","39","PPL",NA,"en","english","Northgate","40.0681272","-81.5737329"
"267749","US","48","PPL",NA,"en","english","Acevedo Colonia Number 4","26.20924","-98.3691832"
"22343","FR","B1","PPL",-1461913,"fr","latin","Rilhac","45.661162","1.106942"
"179466","US","22","PPL",NA,"en","english","Westgate","30.0027032","-90.2253541"
"63083","ID","7","ADM4",11307544,"ind","latin","Tambahrejo","-6.9583","111.3554"
"24794","FR","B5","PPL",-1460836,"fr","latin","Rablay","47.294635","-.576076"
"69179","ID","17","ADM2",-2687310,"id","latin","Mataram","-8.5833","116.1167"
"59887","ID","18","ADM4",10896709,"ind","latin","Weepantado","-9.5241","119.3252"
"68123","ID","7","ADM4",10224914,"ind","latin","Windurojo","-7.0792","109.5071"
"223932","US","36","PPL",NA,"en","english","New Dorp Beach","40.5653829","-74.1029195"
"86552","MN","21","ADM2",10446138,"mon","english","Баян-Агт","49.103048","102.11779"
"242141","US","42","PPL",NA,"en","english","New Baltimore","39.985914","-78.7727984"
"197959","US","27","PPL",NA,"en","english","Funkley","47.7835661","-94.431348"
"290418","US","54","PPL",NA,"en","english","Raven Rocks","39.4445386","-78.6797379"
"227391","US","36","PPL",NA,"en","english","West End","42.458547","-75.099578"
"114651","TH","75","ADM1",-3256832,"tha","latin","Ubon Ratchathani","15.166667","105.166667"
"265013","US","48","PPL",NA,"en","english","Radium","32.8292783","-99.9953768"
"220041","US","35","PPL",NA,"en","english","Porter","35.8189119","-106.786982"
"281792","US","50","PPL",NA,"en","english","Barton","44.7481049","-72.1762128"
"212937","US","37","PPL",NA,"en","english","Suttontown","35.605657","-83.0459752"
"113081","TH","28","PPL",-3241044,"th","latin","Ban Nong Phrong","14.616667","102.816667"
"272668","US","49","PPL",NA,"en","english","Monte Vista","41.1957774","-111.9563301"
"283199","US","53","PPL",NA,"en","english","Larson Mill","48.7556654","-122.4148888"
"210456","US","37","PPL",NA,"en","english","Big Curve","34.218502","-78.4294511"
"249700","US","44","PPL",NA,"en","english","Longmeadow","41.7042679","-71.3744984"
"206901","US","30","PPL",NA,"en","english","Pray","45.3802143","-110.6815999"
"7412","CM","9","PPL",-3152507,"en","english","Manja","4.5211","9.3005"
"226597","US","36","PPL",NA,"en","english","Obi","42.086455","-78.2577914"
"285378","US","55","PPL",NA,"en","english","Bruemmerville","44.6066658","-87.470089"
"4171","AT","3","ADM2",-1974494,"de","latin","Baden","47.977293","16.198452"
"25626","FR","98","PPL",-1474660,"fr","latin","Vals","45.271344","3.521493"
"1862","AR","20","ADM2",-1010696,"es","latin","Río Chico","-48.25","-71"
"129509","US","1","PPL",NA,"en","english","Grants Mill","33.5078827","-86.6497085"
"106213","SD","61","PPL",-15793,"en","latin","Ţurrah","13.255542","24.337605"
"235124","US","40","PPL",NA,"en","english","Fanshawe","34.9509321","-94.9082892"
"113980","TH","76","ADM2",10847284,"tha","english","วังสามหมอ","17.045955","103.462617"
"149593","US","12","PPL",NA,"en","english","Pine Ridge","28.9383125","-82.473432"
"243757","US","42","PPL",NA,"en","english","Charlesville","39.9486936","-78.5041843"
"101557","SI","M9","ADM1",9123459,"sl","latin","Velika Polana","46.578611","16.356667"
"50640","ID","30","ADM4",11277512,"ind","latin","Cikondang","-7.0519","108.3724"
"66719","ID","30","ADM4",6411744,"ind","latin","Girimukti","-6.851389","107.890833"
"68991","ID","8","PPLA4",10922800,"ind","latin","Kauman","-8.0649","111.8964"
"129068","US","1","PPL",NA,"en","english","Mount Union","31.3865557","-86.7699672"
"260021","US","47","PPL",NA,"en","english","Johnsons Mill","35.7767348","-87.2308426"
"259834","US","47","PPL",NA,"en","english","Fredonia","35.4034163","-89.4339622"
"161530","US","19","PPL",NA,"en","english","Rossville","43.1894236","-91.3756917"
"257762","US","47","PPL",NA,"en","english","Center Hill","35.5439618","-88.3942117"
"168383","US","18","PPL",NA,"en","english","Anderson","40.1053196","-85.6802541"
"90948","NG","29","PPL",-2008103,"en","latin","Garun Babba","11.599445","8.432844"
"203833","US","28","PPL",NA,"en","english","Roundaway","34.0142779","-90.5981527"
"19466","FR","A1","PPL",-1422067,"fr","latin","Coulanges","47.526661","3.540233"
"82004","LR","12","PPL",-2133157,"en","latin","Fasi Kohnma","6.75","-11.15"
"60433","ID","33","ADM4",11105914,"ind","latin","Kadugemblo","-6.3483","106.0676"
"154290","US","13","PPL",NA,"en","english","Turman","31.5015626","-84.7293632"
"264943","US","48","PPL",NA,"en","english","Phelan","30.1588264","-97.326104"
"17351","FR","B3","PPL",-1452772,"fr","latin","Montesquieu","43.207245","1.228622"
"179438","US","22","PPL",NA,"en","english","Uscarco","32.7548573","-91.9337401"
"288100","US","54","PPL",NA,"en","english","Mountain Cove","38.1287208","-81.0495459"
"239769","US","42","PPL",NA,"en","english","Morgan","40.0595181","-79.6042056"
"172886","US","20","PPL",NA,"en","english","Hewins","37.0408773","-96.4083376"
"253895","US","45","PPL",NA,"en","english","Old Madison","34.6125979","-83.1962682"
"137622","US","6","PPL",NA,"en","english","Lomo","40.0384932","-121.6160874"
"141858","US","6","PPL",NA,"en","english","Sunset Ridge","34.4538865","-117.386436"
"94829","NG","31","PPL",-2028510,"en","latin","Tungan Mai Kujeyra","10.276976","6.292129"
"25015","FR","98","PPL",-1467026,"fr","latin","Saint-Martin","45.092473","2.301156"
"59181","ID","8","ADM4",10216887,"ind","latin","Dermolemahbang","-7.1904","112.4433"
"200311","US","29","PPL",NA,"en","english","Browns Spring","36.9739454","-93.5107499"
"99151","RU","12","ADM1",-2896483,"rus","cyrillic","Чечня","43.25","45.833333"
"180704","US","22","PPL",NA,"en","english","Gibbens Place","30.5499104","-91.1417733"
"290133","US","54","PPL",NA,"en","english","McClain","38.9948031","-81.5365124"
"161404","US","19","PPL",NA,"en","english","Palo","42.066108","-91.7954582"
